Id,Name,Genre,Platform_y,Publisher_y,Critic_Score,Year,RAWG Score,Description
153,Battlefield 3,Shooter,X360,Electronic Arts,8.5,2011.0,3.99,"The eleventh game in the Battlefield series, a direct sequel to Battlefield 2.<br />
You can play for 4 characters.<br />
Sgt. Henry Blackburn, &quot;Black&quot; - the main character, the American Marine of the 1st reconnaissance battalion.<br />
Sgt. Jonathan Miller, Jono is a sergeant, operator of the M1A2 Abrams tank.<br />
Lt. Jennifer Hawkins, Colby is a lieutenant, pilot of the American F / A-18F Super Hornet bomber.<br />
Dmitry Mayakovsky, &quot;Dima&quot; - an operative of the GRU, a former fighter of the special unit &quot;Vympel&quot;.<br />
The main hero is Henry Blackburn, his character is the main part of a single campaign. The missions in the game are presented in the form of memoirs of Blackburn, on whose behalf the story is being conducted.<br />
Locations - Long Island, Paris, Tehran and Iraqi deserts, Persian Gulf, Azerbaijan. The behavior of various weapons is closest to reality: recharging, portability, the trajectory of bullets, the dependence of the speed of bullets emanating from the barrel and their energy from their caliber and barrel length. The number of additional modules for weapons and the weapons in Battlefield 3 is 10 times more than in Battlefield 2."
154,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,Role-Playing,3DS,Nintendo,,2016.0,0.0,"
      The strange but friendly troublemakers, Yo-kai, are back in a 
      time-traveling adventure, and this time their mysterious world is packed 
      with exclusive quests, Wicked Yo-kai to befriend, new areas to explore, 
      and a revamped Blasters action co-op mode* featuring new bosses.
    
      As the cause of life's troubles, Yo-kai are hiding everywhere! Explore 
      the seaside town San Fantastico and the sleepy village Harrisville in 
      search of these mischievous beings. Then travel 60 years into the past 
      with Hovernyan to ensure the Yo-kai Watch Model Zero is created and your 
      timeline is preserved! Battle online or via local wireless** to earn 
      in-game rewards for your adventure. Or take control of a Yo-kai in 
      Psychic Blasters, a revamped 4-player action mode! If you own the YO-KAI 
      WATCH™ 2: Bony Spirits or YO-KAI WATCH 2: Fleshy Souls 
      game, you can transfer save data from your Nintendo 3DS™ family system 
      to YO-KAI WATCH 2: Psychic Specters and pick up where you left 
      off. Prepare yourself for the deepest and most immersive Yo-kai 
      experience yet!
    <ul>
<li>
        Embark on an epic adventure in Springdale with more than 350 Yo-kai to 
        discover and befriend
      </li>
<li>
        Assemble and summon your team of 6 Yo-kai from your Yo-kai Watch to 
        battle troublemaking Yo-kai, solve people's problems, and fight to end 
        a civil war between competing Yo-kai factions
      </li>
<li>
        Travel back in time to discover the origin of the Yo-kai Watch and 
        meet Classic Yo-kai from 60 years ago
      </li>
<li>
        For the first time, befriend Yo-kai from the Wicked Tribe as well as 
        Boss Yo-kai and other Yo-kai exclusive to this ultimate version
      </li>
<li>
        Discover exclusive quests, such as the secret pasts of Darknyan, Dame 
        Dedtime, and Whisper
      </li>
<li>
        Hop on the Hexpress train and explore new locations, including a 
        Yo-kai amusement park, hot springs, and kabuki theater
      </li>
<li>
        Team up in an expanded version of the Yo-kai Watch Blasters local 
        co-op mode, with powerful new bosses to defeat*
      </li>
<li>
        Challenge your friend's team over the Internet or local wireless in 
        2-player multiplayer battles*
      </li>
<li>
        Transfer game data from YO-KAI WATCH 2: Bony Spirits or YO-KAI 
        WATCH 2: Fleshy Souls to YO-KAI WATCH 2: Psychic Specters 
        and play from where you left off**
      </li>
<li>
        Connect with YO-KAI WATCH 2: Bony Spirits or YO-KAI WATCH 2: 
        Fleshy Souls to YO-KAI WATCH 2: Psychic Specters to unlock 
        exclusive dungeons, stronger bosses, and special gleaming Yo-kai *
      </li>
</ul>"
155,The Legend of Zelda: Twilight Princess,Adventure,Wii,Nintendo,9.5,2006.0,4.32,"When an evil darkness enshrouds the land of Hyrule, a young farm boy<br />
named Link must awaken the hero – and the animal – within. When Link<br />
travels to the Twilight Realm, he transforms into a wolf and must scour<br />
the land with the help of a mysterious girl named Midna. Besides his<br />
trusty sword and shield, Link will use his bow and arrows by aiming with<br />
the Wii Remote controller, fight while on horseback and use a wealth of<br />
other items, both new and old.
The Legend of Zelda: Twilight Princess is part of the Nintendo<br />
Selects family of games—great titles enjoyed by millions, now a great<br />
value at just $19.99 MSRP* each.
Features
Arm Link: The Wii Remote and Nunchuk controllers are used for a<br />
variety of game activities from fishing to projectile-weapon aiming.<br />
The game features incredibly precise aiming control using the Wii<br />
Remote controller. Use the controllers for sword swings, spin attacks<br />
and shield shoves.
Thrilling Adventure: Players ride into battle against troops of<br />
foul creatures and wield a sword and shield with the Wii Remote and<br />
Nunchuk controllers, then take on massive bosses that must be seen to<br />
be believed.
Mind &amp; Muscle: Many puzzles stand between Link and the<br />
fulfillment of his quest, so players must sharpen their wits as they<br />
hunt for weapons and items.
*MSRP: Manufacturer&#39;s Suggested Retail Price. Actual price may vary. See<br />
retailer for details."
156,Battlefield 1,Shooter,PS4,Electronic Arts,,2016.0,3.79,"Battlefield 1 is a first-person action shooter set in the historical period of the World War I. Although the game is a part of the Battlefield franchise, it has no references to the previous chapters. Players are able to experience both single and multiplayer mods to get in action and to feel the era better. As a single-player campaign, Battlefield 1 offers 6 storylines (chapters) one following each other. Each consists of several missions and tells a story of a single man in the middle of a global military conflict. Playing for these soldiers and closing the targets introduces new game mechanics to players. Completing these missions gives an opportunity to dive into the history and to examine the warfare of past ages. Multiplayer experience is divided into 9 different game mods spread on 31 historical maps. You can join the dynamic battle alone or in a squad with your friends. Multiplayer allows you to assume different battlefield roles (classes) starting with a medic, support or assault and following to the tank driver, pilot and some elite units."
158,Need for Speed Underground,Racing,PS2,Electronic Arts,8.6,2003.0,4.32,"Need for Speed: Underground is the seventh installment in the Need for Speed series, and was developed by EA Black Box and published by Electronic Arts in 2003. It is the first game in the series to use the THX technology. Two different games were produced, one for consoles and Windows, and the other for the Game Boy Advance.<br />
Underground rebooted the franchise, ignoring the previous Need for Speed games which featured sports cars and exotics. It was the first game in the series to offer a career mode featuring a storyline, and a garage mode that allowed players to fully customize their cars with a large variety of brand-name performance and visual upgrades. All races take place in a generic city at night called Olympic City, though the city bears some resemblance to New York City, San Francisco and Los Angeles. Rather than exotic cars, Underground featured vehicles associated with the import scene. Underground was commercially successful, and inspired a sequel."
159,The Binding of Isaac,Action,PC,Edmund McMillen,8.3,2011.0,3.93,"The Binding Of Isaac is a roguelike top-down “shooter” with RPG elements. Initially, a Flash game, the game had earned many fans due to its unique art style, spooky and catchy ambient music, and almost infinite replayability. Randomly generated levels, loot, and enemies will provide quite a challenge for those unfamiliar with roguelike games, and will bring joy to the eye of an experienced player.<br />
The game’s protagonist is Isaac, a child from a religious family. His misadventures are based off a biblical story about a character of the same name, although the gameplay itself certainly does not follow the same footsteps. There are also additional, unlockable characters with unique abilities and traits, which will affect your playthrough’s difficulty. <br />
The Binding of Isaac featured non-linear levels, which brought about different outcomes of the game. Depending on the character played, playstyles can also differ, allowing players to create and share new metals for further replayability, and eventual full completion of the game."
160,Crash Bandicoot 3: Warped,Platform,PS,Sony Computer Entertainment,9.3,1998.0,4.28,"Oh, yeah! He&#39;s back! AND he&#39;s ready to rumble! It&#39;s a whole new adventure with Crash Bandicoot, and this time he&#39;s time traveling through the ages with his little sister Coco! Scubadive with the sharks, ride a baby T-Rex, go soar the skies in a plane, gallop along the Great Wall of China on a tiger, dodge ancient Egyptian mummies and much much more!"
162,Need for Speed Underground 2,Racing,PS2,Electronic Arts,8.3,2004.0,4.34,"Need for Speed: Underground 2 is a cross-platform racing video game and the eighth installment in the popular Need for Speed driving game series published and developed by Electronic Arts. Released in 2004, it is the direct sequel to Need for Speed: Underground, and is part of the Need for Speed series, available on Microsoft Windows, Game Boy Advance, GameCube, PlayStation 2, Xbox, PlayStation Portable, Nintendo DS and mobile phones. Like its predecessor, it was also commercially successful, breaking sales records in the United Kingdom.<br />
The game entails tuning cars for street races, resuming the Need for Speed: Underground storyline. Need for Speed: Underground 2 provides several new features, such as a broader customization, new methods of selecting races, the &quot;explore&quot; mode (similar to the Midnight Club series, in a large city known as &quot;Bayview&quot;). The City Center was based on Philadelphia, Beacon Hill was based on Beverly Hills and Coal Harbor was based on Camden, New Jersey, and Bayview as a whole is a microcosm of the west coast of the United States. Underground 2 also introduces several SUVs, which could be customized as extensively as other Underground 2 vehicles and used to race against other SUV racers. Brooke Burke is the voice of Rachel Teller, the person who guides the player throughout the game.<br />
The game has been ported to PlayStation Portable, under the title of Need for Speed: Underground Rivals. The Nintendo DS port introduces a new feature in which the player is able to design custom decals to adorn any vehicle in the game."
163,Just Dance 4,Music,Wii,Ubisoft,,2012.0,3.9,"The world's 1 dance game brand is back with Just Dance® 4 and now available for the PlayStation®Move motion controller! <br/><br/>The latest edition of the record-breaking franchise takes the party to a whole new level of fun, with over 40 all-new chart-topping hits, the coolest dances and unique features for every platform. <br/><br/>Just Dance® 4 is your ticket to the best new music with over 40 tracks from a variety of top artists, popular genres and hot billboard songs such as “What Makes You Beautiful” by One Direction, “Call Me Maybe” by Carly Rae Jepsen, “Good Feeling” by Flo Rida, and “Moves like Jagger“ by Maroon 5 ft. Christina Aguilera. The tracklist also features legendary artists such as Barry White and The B-52’s to get the whole family up and moving. <br/><br/>Just Dance 4 is the perfect catalyst for the best parties, thanks to innovative new modes like the all-new Battle mode and an upgraded Just Sweat mode. Have a blast dancing, laughing, and breaking a sweat with friends and family all night long.<br/><br/>PlayStation®Eye camera required<br/>PlayStation®Move motion controller and PlayStation®Eye camera optional<br/>A PlayStation®Move navigation controller or Wireless Controller will be required for motion control features.<br/><br/>  Purchase or use of this item is subject to the PlayStation®Network Terms of Service and User Agreement and this item's use restrictions. This item has been sublicensed to you by Sony Computer Entertainment America. One-time license fee for downloads to up to 2 console systems that are associated with the purchasing account.<br/><br/>"
164,Mario Kart: Double Dash!!,Racing,GC,Nintendo,8.5,2003.0,4.36,"Mario Kart: Double Dash!! (Japanese: マリオカートダブルダッシュ!!, Hepburn: Mario Kāto: Daburu Dasshu!!) is a racing game developed by Nintendo Entertainment Analysis &amp; Development and published by Nintendo for the GameCube in 2003. The game is the fourth installment in the Mario Kart series and the third for home consoles after Mario Kart 64. It was preceded by Mario Kart: Super Circuit from 2001 and was followed by the handheld game Mario Kart DS, which was released for the Nintendo DS in 2005.<br />
Similar to previous titles, Double Dash!! challenges Mario series player characters to race against each other on Mario-themed tracks. The game introduced a number of new gameplay features, such as supporting co-op gameplay with two riders per kart. One player drives the kart, and the other uses items. Players can switch at any time. Double Dash!! is the only game in the Mario Kart series to allow cooperative gameplay so far. Double Dash!! supports LAN play using the Nintendo GameCube Broadband Adapter, allowing up to 16 players to compete simultaneously. There are 20 characters to select from in total, each of which with a special item, and with eleven characters being new to the series.<br />
Double Dash!! received positive reviews by critics; it attained an aggregated score of 87 out of 100 on Metacritic. Reviewers praised the graphics and the new gameplay features, but elements of the voice acting were poorly received. It was commercially successful, with more than 3.8 million copies sold in the United States, and more than 802,000 copies sold in Japan. It is currently the second best-selling GameCube game of all-time, selling around 7 million copies worldwide."
165,Medal of Honor: Frontline,Shooter,PS2,Electronic Arts,9.0,2002.0,4.0,"Medal of Honor: Frontline is the fourth game in the Medal of Honor series, and was published by EA Games. The player character is Lt. Jimmy Patterson, from the American OSS. Frontline takes place during the events of the first game and chronicles Patterson&#39;s journey as he fights his way across Europe into Nazi Germany during World War II. Frontline was released in North America for the PlayStation 2 on May 29, 2002 and for the Xbox and GameCube consoles on November 7, 2002.<br />
In 2010, an HD port of the game was included in the &quot;Limited Edition&quot; PlayStation 3 version of Medal of Honor."
166,Crash Bandicoot,Platform,PS,Sony Computer Entertainment,7.8,1996.0,4.16,"Crash Bandicoot is the first installment in the 16 titles-long series. While the game set features various genres: races, beat&#39;em&#39;ups and platformers, the first part concentrates on platforming style. The game is developed by Naughty Dog who is currently famous for making Jax and Daxter, Uncharted and The Last of Us series. <br />
The game features self-titled bandicoot protagonist trying to get past the obstacles while crashing enemies by jumping and circling them and collecting fruits and masks that give him various bonuses. All levels emphasize running against or into the screen. <br />
Crash Bandicoot tells a story of a mutated bandicoot, trapped on Wumpa islands. He fights evil corporation сalled Doctor Neo Cortex which turns every living being into the beasts fighting against each other. The game features two ending — usual and true. With latter ending achieved by collecting all of the gems namely clearing the level without deaths and collecting every bonus there is to grab."
167,Zumba Fitness,Sports,Wii,Majesco,,2010.0,0.0,"Join the fitness revolution with a fun, interactive exercise experience that fuses contagious Latin and international rhythms with spicy hot dance moves from salsa, merengue, hip hop and more. Shake up your work out with the house party that never ends!"
168,Uncharted 2: Among Thieves,Action,PS3,Sony Computer Entertainment,9.5,2009.0,4.36,"In Uncharted 2, as in the other Uncharted games, the hero is the adventurer and hidden treasure seeker Nathan Drake. Riddles are no less important part of the gameplay than fights, chases and travels through exotic landscapes and hard-to-reach places.<br />
Drake is well prepared for all this. He is provided with ammunition - he picks them up from the corpses of killed enemies, ably uses shelters, can run, climb, jump, kill with one blow and fight in hand-to-hand combat.<br />
In Uncharted 2 you can find 101 treasures. Some treasures lie almost in sight, others will have to run. Treasures can be sold, and money can be spent on bonus content. Multiplayer mode allows you to play up to 3 people at a time - this is if players follow the adventure story of the game and solve problems together. There are also battle modes, where up to 10 people can participate simultaneously. There are several combat modes, they differ in their objectives and in some ways."
170,FIFA Soccer 12,Sports,PS3,EA Sports,9.2,2011.0,0.0,"
      Compete for awards throughout every game mode and unlock the most 
      coveted players to create your dream club of superstars to compete for 
      your city against teams from neighbouring cities.
    
      Features
    
      • FIFA City: See your City grow as you compete in every game mode.<br/>• 
      Streets to Stadium (Be A Pro): Put yourself in the game with Create 
      Player<br/>• Be A Manger: Take your favorite club to the top of the 
      league tables<br/>• Tournament Mode: Test your skills in a variety of 
      offline tournaments.
    "
171,FIFA 14,Sports,PS3,EA Sports,,2013.0,3.19,"FIFA 14 is a football simulation video game which was released on multiple platforms in 2013. Also, it was one of the first game to be released on PlayStation 4 and Xbox One. These versions of FIFA 14 feature a new game engine Ignite. This engine features both graphical and gameplay enchantments. The game also features an improved AI mechanic which created a much more realistic game of football with every player in the stadium being as much realistic as possible. But not only, the players became more realistic as the weather effects became more believable too as well as the crowd which responds in anything that happens on the stadium. 
FIFA 14 offers 33 fully licensed leagues, over 600 different football clubs with over 16,000 players, also 47 fully licensed international teams and legend teams.  <br />
The famous mod of FIFA 10 called FIFA Ultimate team also returns. It allows players to build their own team from real players and staff with which players can compete both in online and offline tournaments."
172,Red Dead Redemption,Action,PS3,Rockstar Games,9.5,2011.0,4.38,"Red Dead Redemption is a third-person open-world adventure game which implements the Wild West at its best: it is very much GTA-clone but in bizarre stylistics and the very beginning of the twentieth century. This is the second title of a franchise, being preceded by Red Dead Revolver and followed by Red Dead Redemption 2 coming out in late 2018. <br />
We play as John Marston who gradually takes down and take out criminals and those, who crosses his path. Among the combat mechanics, the most interesting one is &quot;Dead Eye&quot; — it allows one to point multiple targets out in slow motion and then shoot them simultaneously. <br />
The game features 16-players multiplayer and cooperative and also has zombie DLC — Undead Nightmare. Additional content adds two modes to the original game: undead overrun in which you have to survive an infinite amount of zombie waves, and Land Grab in which player has to defend the particular piece of land to gain control of it."
173,Tomodachi Life,Simulation,3DS,Nintendo,7.8,2014.0,4.12,"Try before you buy! Download the free demo version on Nintendo eShop<br />
to experience a bit of Tomodachi Life for yourself.
What happens when friends, family, and celebrities become Mii™<br />
characters and live together on an island? Tomodachi Life happens! Start<br />
by creating Mii characters and customizing everything about them. Have<br />
fun recreating your best friend, your favorite actor, mom and dad,<br />
co-workers...whoever! Then watch as they rap, rock, eat donuts, fall in<br />
love, break up, go shopping, play games, and live their crazy Mii lives."
174,Donkey Kong Country Returns,Platform,Wii,Nintendo,8.6,2010.0,4.36,"Donkey Kong™ is making a triumphant return, along with his trusted<br />
sidekick Diddy Kong™, in a brand new side-scrolling platform game from<br />
Retro Studios. Donkey Kong Country Returns, for the Wii system,<br />
has all new levels and all new chest-pounding challenges for players of<br />
all ages. The game takes inspiration from the original Super NES series,<br />
from barrel blasts to mine carts and then builds upon it by adding<br />
stunning graphics and new layers of depth to the world and game play. Donkey<br />
Kong Country Returns features the first ever simultaneous<br />
cooperative game play mode for the series allowing both novice and<br />
skilled players to actively play and experience the game together. Run,<br />
jump, climb and defeat enemies through diverse environments until you<br />
retrieve Donkey Kong&#39;s stolen banana hoard!
FEATURES:
Feel the power of Donkey Kong by shaking the Wii Remote and Nunchuk to<br />
perform Ground Pounds, Barrel Rolls. These moves can be used to<br />
destroy blocks, defeat enemies and reveal hidden areas. Donkey Kong<br />
also has the new ability to climb walls and ceilings.
Diddy Kong has a few new tricks of his own. He can use his Barrel Jet<br />
to hover high above the ground or defy gravity and fly across small<br />
chasms. He can also help Donkey Kong with this ability by hopping on<br />
to Donkey Kong&#39;s back. In two player mode, a quick shake of the Wii<br />
Remote will give him the ability to fire his Peanut Popgun to assist<br />
Donkey Kong.
The levels in Donkey Kong Country Returns are beautifully<br />
rendered and creatively designed with lots of hidden items to<br />
discover. Try to collect all of K-O-N-G Letters and hidden Puzzle<br />
Pieces in each level to unlock something special.
In cooperative mode, players of different skill levels can play<br />
through the game together.
Price effective March 11, 2016."
175,The Legend of Zelda,Adventure,NES,Nintendo,,1987.0,4.19,"Ganon, the King of Evil, has broken free of the Dark World and has captured Hyrule&#39;s beloved Princess Zelda. But, before she was caught, Zelda managed to shatter the Triforce of Wisdom and scatter its eight pieces throughout Hyrule. You begin your adventure by finding a small wooden sword in a dark cave. Then, as you grow in stature, experience, and strength, so do your weapons. Help Link collect the captured pieces of the Triforce, rescue the princess, and thwart Ganon’s evil plans!
The epic series The Legend of Zelda began here, with the heroic Link on a hazardous journey through the fantastic world of Hyrule. Using your sword, your shield and your wits, retrieve the eight fragments of the Triforce and save Princess Zelda.
This groundbreaking game introduced innovative ideas that are still present in Zelda games more than 25 years later. Not only is Link&#39;s original adventure action-packed, it also features puzzling dungeons to explore and a myriad of secrets to discover."
176,Assassin's Creed III,Action-Adventure,PS3,Ubisoft,8.8,2012.0,3.66,"Assassin&#39;s Creed III is the fifth game of the series, preceded by the first chapter taking place in the time of the Third Crusade and by the Ezio trilogy, positioning itself in the times of the Italian Renaissance (1476-1499). It is the 3rd person action adventure with an accent on exploring and hunting<br />
During the new installment, the player is set to make way through the American Revolution, while being on both side of a conflict — our hero has English father and Mohawk mother, which tears him apart. Such conflicts serve as the leitmotif through the entirety of a game — not only we are choosing sides to fight on in the Civil War, but also we are facing the decisions of choosing Assassins&#39; or Templar&#39;s side.<br />
As it is common in the Assasin&#39;s Creed games, the gameplay concentrates profoundly around fighting the multiple enemies all at once, parkouring off walls and micro-management: selling resources, exchanging ships and so on. The Assassin&#39;s Creed III, however, highlights the hunting and simultaneous use of two weapons as the new in-game features."
177,Guild Wars,Role-Playing,PC,NCSoft,8.7,2005.0,3.95,"Guild Wars is a RPG massively multiplayer game developed by ArenaNet. It was originally released in 2005. It was published by NCsoft. Most rawgers rated the game as ""Recommended"". <br>Guild Wars is available on PC. <br>It was scored by Jeremy Soule. <br>"
180,Final Fantasy XII,Role-Playing,PS2,Square Enix,9.4,2006.0,4.08,"The story takes place in a world called &quot;Ivalice,&quot; in an age when magic was commonplace and airships plied the skies - the Archadian Empire, seeking to strengthen its base of power, had been invading and subjugating its neighboring lands one by one- a fate which befell the small Kingdom of Dalmasca. Archadia&#39;s invasion and the subsequent death of the Dalmascan king prompted the Princess Ashe, the sole surviving heir to the Dalmascan throne, to take up arms against the invaders. In her struggle to oust the occupying Archadian forces and restore freedom to her people, Ashe must watch as many of her allies pay the blood price for that freedom. Though tempted to abandon all hope in the face of the Empire&#39;s might, her determination keeps her from succumbing before what would seem to be inevitable defeat. Then she meets Vaan, an urchin from the Dalmascan capital of Rabanastre. Vaan dreams of one day becoming a sky pirate, escaping the Empire on his airship. Vaan, Ashe, Vaan&#39;s friend Penelo, the sky pirate Balthier, his partner Fran and many more are on an adventure through Ivalice that traces the mysteries behind the Archadian Empire&#39;s invasion. Bringing with it a wide array of new gameplay elements, Final Fantasy XII will change the way players think about the Final Fantasy series. Numerous possibilities abound within each scenario, allowing for a less linear, more unique experience for each player. The game also supports Dolby Pro Logic II both in-game and during movie sequences, immersing the player in the middle of the action."
182,Halo 3: ODST,Shooter,X360,Microsoft Game Studios,8.7,2009.0,4.13,"Halo 3: ODST is a spin-off of the Halo series of futuristic shooters.
<h3>Plot</h3>
The game is set in the distant future when the humanity is at war with an alien empire, the Covenant. Unlike most Halo games, ODST doesn&#39;t feature the series&#39; trademark protagonist Master Chief. In this installment, the main characters are the Orbital Drop Shock Troopers (the titular ODST). They do not possess the Master Chief&#39;s superhuman strength and power armor. 
In the Campaign mode, the main protagonist is Rookie who only recently joined ODST. The characters are voiced by the actors of Firefly and Battlestar Galactica fame, such as Nathan Fillion, Alan Tudyk, and Tricia Helfer. At the beginning of the game, ODST soldiers prepare to defend the city of New Mombasa from a Covenant battleship.
<h3>Gameplay</h3>
ODST features an open world designed as a futuristic version of Mombasa, a city in Kenya. ODST do not have Spartans&#39; abilities and equipment, they are weaker, slower and lack the deflector shields to protect them. Instead, Halo 3: ODST introduces the stamina meter that decreases when the character is hit and then slowly regenerates. When stamina meter reaches zero, the protagonist will lose health which does not regenerate.
<h3>Multiplayer</h3>
ODST includes Halo 3 multiplayer modes and maps. The game introduces three more maps, a map editor and a new cooperative mode called Firefight. The campaign mode also allows up to four players to cooperate and take the roles of the other ODST soldiers."
184,FIFA 15,Sports,PS4,EA Sports,8.1,2014.0,3.26,"FIFA 15 brings football to life in stunning detail so fans can experience the emotion of the sport like never before. Witness the intensity of crowds chanting and cheering like on match day, and listen to commentators guide fans through the story of the game with Dynamic Match Presentation. For the first time ever, all 22 players on the pitch are connected with Emotional Intelligence – now players will react to opponents and teammates within the context, and relative to the narrative of the match. Next Generation Visuals put fans on Living Pitches with grass that wears and tears as the match progresses. Authentic Player Visuals make players lean, athletic, and true to their real-life appearance. Player Control heightens the responsiveness of player movement, gives athletes more control and personality on the ball.<br />
<em>Users who have enabled Chat Restriction or UGM Restriction on their Sony Entertainment Network account will be unable to access the &#39;Pro Clubs&#39; game mode.<br />
Video output in Full HD 1080p requires 1080p native display.<br />
Additional hardware required for Remote Play.<br />
Use of PSN and SEN account are subject to the Terms of Service and User Agreement and applicable privacy policy (see terms at sonyentertainmentnetwork.com/terms-of-service &amp; sonyentertainmentnetwork.com/privacy-policy). </em>Online multiplayer also requires a PlayStation®Plus subscription.<br />
2-4 players<br />
Network Players 2-22<br />
27MB minimum save size<br />
DUALSHOCK®4<br />
Remote Play<br />
1080p HD Video Output<br />
Online Play (Optional)<br />
This item is being licensed or sublicensed to you by Sony Computer Entertainment America and is subject to the Network Terms of Service and User Agreement, this item’s use restrictions and other applicable terms located at www.us.playstation.com/support/useragreements. If you do not wish to accept all these terms, do not download this item. One-time license fee for play on purchasing account’s designated, primary PS4™ system and other PS4 systems when signed in with purchasing account.<br />"
185,Kingdom Hearts,Role-Playing,PS2,Square EA,8.5,2002.0,4.34,"Kingdom Hearts is the story of Sora, a 14-year-old boy whose world is shattered when a violent storm hits his island-paradise home, and is separated from his two closest friends, Riku, a 15-year-old boy, and Kairi, a 14-year-old girl. The storm scatters the three to differnt and unknown worlds. At the same time, there&#39;s turmoil in Disney Castle. King Mickey is missing, and Court Wizard Donald and Captain Goofy set out to find him. On their travels they meet Sora on his own search for his lost friends. The three are told of ominous creatures known as the Heartless - beings without hearts derived from an unknown dimension and as it turns out, manipulated by Disney villains and the ones responsible for the devastating storm. Upon discovering the link between the Heartless, the storm and the disappearance of King Mickey, Sora, Donald and Goofy join forces and help familiar Disney heroes to save their worlds."
186,Street Fighter II: The World Warrior,Fighting,SNES,Capcom,,1992.0,4.2,"Street Fighter II is a fighting game. Players select from one of eight characters: Ryu, Ken, Blanka, E. Honda, Zangief, Chun Li, Guile and Dhalsim to do battle with. They must then use their combat strengths to defeat the other seven fighters followed by four boss characters: M. Bison, Vega, Sagat and Balrog. Each character represents a certain country and has his or her own reasons for wanting to win against the others.
Each character has his or her own selection of basic fighting techniques based on three styles of punches and three styles of kicks. The effect of each of these changes depends on the characters orientation (ducking, airborne or standing still). Street Fighter II has a &quot;button combination&quot; style of gameplay used to unleash powerful moves specific to each character. These include the ability to project fireballs, channel electricity or capture the opponent in a tight suplex."
187,Driver,Action,PS,GT Interactive,8.5,1999.0,4.09,"Driver is an action-racing game developed by Ubisoft Reflections, Reflections Software and Reflections Interactive. It was originally released in 1999. It was published by GT Interactive Software. Most rawgers rated the game as ""Recommended"". <br>Driver is available on iOS, PlayStation and PC. <br>It was produced by Peter Hawley. Allister Brimble, Andy Gannon (2006), Ed Scorggie (2006) and Marc Canham (2004–11) scored the game. <br>"
189,Luigi's Mansion: Dark Moon,Adventure,3DS,Nintendo,8.6,2013.0,4.0,"The new Luigi&#39;s Mansion: Dark Moon gives players multiple mansions to<br />
explore, a variety of puzzles to solve and new ghosts to capture. Armed<br />
with the Poltergust 5000, a ghost-sucking, vacuum-like invention, Luigi<br />
must complete a number of missions assigned to him by Professor E. Gadd.
Features:
Shining a light on the ghosts is no longer enough to stun them into<br />
immobility. Players need to activate a new strobe function to stun the<br />
ghosts before sucking them up with the Poltergust 5000.
Every mansion is filled with unique puzzle elements and ghosts.<br />
Players must figure out how to defeat each one of them and find hidden<br />
clues and keys to unlock new areas."
190,Big Brain Academy,Misc,DS,Nintendo,7.7,2006.0,0.0,"
      Big Brain Academy brings fresh entertainment anyone young and young at 
      heart can enjoy. It's the perfect way to challenge and stimulate your 
      mind. Test your mental acuity in a five-category quiz: thinking, 
      memorization, computation, analysis, and identification.
    This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. We hope you'll enjoy the new features (including off-TV play) that have been added to this title. See more Virtual Console games for Wii U."
192,Metal Gear Solid 2: Sons of Liberty,Action,PS2,Konami,9.5,2001.0,4.31,"Since the incident on Shadow Moses Island, Metal Gear&#39;s top-secret technology has been leaked into the black market through the machinations of Revolver Ocelot. As a result, countless variations of Metal Gears have sprung up in every corner of the globe, making the weapon an increasingly common component of the armed forces of nuclear powers. <br />
In the midst of all of this, Solid Snake, now a member of the anti-Metal Gear group &quot;Philanthropy,&quot; has learned that a new prototype Metal Gear has been developed by the U.S. Marines and is being transported in secret to an unknown destination. To learn more about this new machine, Snake must infiltrate the transport, disguised as a tanker, as it makes its way down the Hudson River. Just as Snake is about to begin his mission, however, the ship is seized by a mysterious and well-armed group bent on stealing the new Metal Gear for their own, nefarious purposes."
